1,下列编程符合规范的是（）,<p>A、 public  final static String str = “abc”;</p><p>B、 public static final String str = abc;</p><p>C、public static final  str = “abc”;</p><p>D、public static final String str = “abc”;</p>,4,D,,1,1
1,"下列关于类名和接口使用类意义完整的英文描述，符合编码规范的
    是（  ）","<p>A、 OrderInformation,</p><p>B、CUSTOMERList</p><p>C、logmanager</p><p>D、Smptransaction</p>
",4,A,,0,1
1,从分析方法上入侵检测分为哪两种类型(  ),"<p>A、异常检测、网络检测</p><p>B、误用检测、异常检测</p><p>C、主机检测、网络检测</p><p>D、网络检测、误用检测</p>
",4,B,,0,1
1,当备份一个应用程序系统的数据时，以下哪一项是应该首先考虑的关键性问题(  ),<p>A、什么时候进行备份</p><p>B、在哪里进行备份</p><p>C、怎样存储备份</p><p>D、需要备份哪些数据</p>,4,D,,0,1
1,以下哪个可能没有违法破坏计算机信息系统罪(  ),<p>A、非法修改计算机的应用程序造成亚种损失</p><p>B、某人制作病毒，他人利用此病毒造成危害</p><p>C、秘密篡改计算机中的数据，以掩盖自己的非法入侵行为</p><p>D、利用计算机进行贪污受贿</p>,4,D,,0,1
1,依据信息系统安全保证评估框架，确定安全保障需求考虑的因素不包括下面哪一方面(  ),<p>A、法规政策的要求</p><p>B、系统的价值</p><p>C、系统要对抗的威胁</p><p>D、系统的技术构成</p>,4,B,,0,1
1,下面对访问控制技术描述最准确的是:,<p>A、保证系统资源的可靠性</p><p>B、实现系统资源的可追查性</p><p>C、防止对系统资源的非授权访问</p><p>D、保证系统资源的可信性</p>,4,C,,0,1
1,下列对自主访问控制说法不正确的是:,<p>A、自主访问控制允许客体决定主体对该客体的访问权限</p><p>B、自主访问控制具有较好的灵活性和可扩展性</p><p>C、自主访问控制可以方便地调整安全策略</p><p>D、自主访问控制安全性不高，常用于商业系统</p>,4,A,,0,1
1,下列对审计系统基本组成描述正确的是：,<p>A、审计系统一般包含三个部分：日志记录、日志分析和日志处理</p><p>B、审计系统一般包含两个部分：日志记录和日志处理</p><p>C、审计系统一般包含两个部分：日志记录和日志分析</p><p>D、审计系统一般包含三个部分：日志记录、日志分析和日志报告</p>,4,D,,0,1
1,公钥密码的应用不包括：,<p>A、数字签名</p><p>B、非安全信道的密钥交换</p><p>C、消息认证码</p><p>D、身份认证</p>,4,C,,0,1
1,下列哪一项是虚拟专用网络（VPN）的安全功能(  ),<p>A、验证，访问控制和密码</p><p>B、隧道，防火墙和拨号</p><p>C、加密，鉴别和密钥管理</p><p>D、压缩，解密和密码</p>,4,C,,0,1
1,组成IPSec的主要安全协议不包括以下哪一项(  ),<p>A、ESP</p><p>B、DSS</p><p>C、IKE</p><p>D、AH</p>,4,B,,0,1
1,下面哪一项内容更准确地描述了网络接口层（即数据链路层）可能存在的安全攻击(  ),<p>A、ARP欺骗、分片攻击、syn flood 等</p><p>B、ARP欺骗、mac flooding，嗅探等</p><p>C、死亡之ping、mac flooding、嗅探等</p><p>D、IP源地址欺骗、ARP欺骗，嗅探等</p>,4,B,,0,1
1,下列关于防火墙的主要功能包括：,<p>A、访问控制</p><p>B、内容控制</p><p>C、数据加密</p><p>D、直杀病毒</p>,4,A,,0,1
1,简单包过滤防火墙主要工作在(  ) ,<p>A、链路层/网络层</p><p>B、网络层/传输层</p><p>C、应用层</p><p>D、会话层</p>,4,C,,0,1
1,以下对于windows系统的服务描述，正确的是：,<p>A、windows服务必须是一个独立的可执行程序</p><p>B、windows服务的运行不需要用户的交互登录</p><p>C、windows服务都是随系统启动而祈祷，无需用户进行干预</p><p>D、windows服务都需要用户进行登录后，以登录用户的权限进行启动</p>,4,B,,0,1
1,身份鉴别是安全服务中的重要一环，以下关于身份鉴别叙述不正确的是(  ),<p>A、身份鉴别是授权控制的基础</p><p>B、身份鉴别一般不用提供双向的认证</p><p>C、目前一般采用基于对称密钥加密或公开密钥加密的方法</p><p>D、数字签名机制是实现身份鉴别的重要机制</p>,4,B,,0,1
1,网络病毒的传播媒介是(  ),<p>A、硬盘</p><p>B、磁盘</p><p>C、网络通道</p><p>D、内存</p>,4,C,,0,1
1,信息安全的基本属性是(  ),<p>A、机密性</p><p>B、可用性</p><p>C、完整性</p><p>D、上面3项都是</p>,4,D,,0,1
1,将公司与外部供应商、客户及其他利益相关群体相连接的是(  ),<p>A、内联网VPN</p><p>B、外联网VPN</p><p>C、远程接入VPN</p><p>D、无线VPN</p>,4,B,,0,1
1,下列哪种隐藏属于文本的语义隐藏(  ),<p>A、根据文字表达的多样性进行同义词置换</p><p>B、在文件头、尾嵌入数据</p><p>C、修改文字的字体来隐藏信息</p><p>D、对文本的字、行、段等位置做少量修改</p>,4,A,,0,1
1,为了保证数据库应用系统正常运行，数据库管理员在日常工作中需要对数据库进行维护。下列一般不属于数据库管理员日常维护工作的是(  ),<p>A、数据内容的一致性维护</p><p>B、数据库备份与恢复</p><p>C、数据库安全性维护</p><p>D、数据库存储空间管理</p>,4,C,,0,1
1,下列关于方法名使用类意义完整的英文描述符合规范的是(  ),<p>A、private void CalculateRate();</p><p>B、public void addnewOrder();</p><p>C、public void addNewOrder();</p><p>D、private void calculaterate();</p>,4,C,,0,1
1,下列关于属性名使用意义完整的英文描述符合规范的是(  ),<p>A、private CustomerName;</p><p>B、private ordernumber;</p><p>C、private smpSession;</p><p>D、private Smpsession;</p>,4,C,,0,1
1,下列关于常量名的英文描述符合规范的是(  ),<p>A、public static final int max_VALUE = 1000;</p><p>B、public static final String DEFAULT_START_DATE = "2001-12-08";</p><p>C、public static final String DEFAULTSTART_DATE = "2001-12-08";</p><p>D、public static final int max_value = 1000;</p>,4,B,,0,1
1,下列关于常用组件类的命名描述符合规范的是(  ),<p>A、Application 类型的，——MainApp</p><p>B、Frame 类型的，——Topoframe</p><p>C、Bean 类型的，——DataAccessbean</p><p>D、Applet 类型的，——PictureShow</p>,4,A,,0,1
1,下列是函数名的缩写，其中符合规范的是(  ),<p>A、getCustomerInfo()</p><p>B、getCustomerInformation</p><p>C、getCustomerinfo()</p><p>D、getcustomerinfo()</p>,4,A,,0,1
1,下列编程符合规范的是(  ),"<p>A、rect.length = 10;</p><p>&nbsp;&nbsp;rect.width = 5;</p><p>B、rect.length = 10;</p><p>C、rect.width = 5;</p><p>D、rectlength = 10,</p><p>&nbsp;&nbsp;rect.width = 5;</p>",4,A,,0,1
1,下列编程符合规范的是(  ),"<p>A、Object o = new Object(),Object b = null;</p><p>B、Object o = new Object(). Object b = null;</p><p>C、Object o = new Object(),</p><p>&nbsp;&nbsp;Object b = null;</p><p>D、Object o = new Object();</p><p>&nbsp;&nbsp;Object b = null;</p>",4,D,,0,1
1,下列编程符合规范的是(  ),"<p>A、// 如果 receiveFlag 为假</p><p>&nbsp;&nbsp;if (!receiveFlag)</p><p>B、// 如果 receiveFlag 不等于0</p><p>&nbsp;&nbsp;if (receiveFlag!=0)</p><p>C、// 如果从连结收到消息
</p><p>&nbsp;&nbsp;if (receiveFlag)</p><p>D、// 如果 receiveFlag等于0</p><p>&nbsp;&nbsp;if (receiveFlag==0)</p>",4,C,,0,1
